team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,fouls,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,ppg,shg,ground_balls,turnovers,ct,f_os_won,f_os_taken,fo_pct,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,t,freepos_shots,freepos_goals,rc,yc,draw_controls,clears,clr_att
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,18,"Shields, Kelly",So,,15,3,3,22,36,58,37,0.595,32,0.865,2,NA,NA,23,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,10,"Martyn, Katie",Jr,,15,15,23,11,12,23,29,0.379,22,0.759,NA,1,NA,17,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,113,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,11,"Piecknick, Lauren",N/A,GK,15,15,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,49,NA,12,NA,NA,NA,15,15,900:00,158,10.533,139,0.468,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,20,"Gallagher, Mollie",Jr,,15,15,42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,29,NA,24,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,30,"Chavis, Bri",Jr,,15,15,15,18,6,24,41,0.439,35,0.854,NA,NA,NA,12,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,56,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,31,"Burrows, Ally",Jr,,15,15,13,59,17,76,114,0.518,88,0.772,3,2,1,18,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,29,"Robinson, Lauren",Jr,,15,11,4,5,20,25,19,0.263,14,0.737,1,NA,NA,5,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,8,"Greco, Adriana",Jr,,15,15,11,56,11,67,118,0.475,94,0.797,1,2,NA,21,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,27,"Morano, Natalie",Sr,,14,14,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,21,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,26,"Reape, Shannon",Fr,,14,0,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,16,"Johnston, Chelsea",So,,13,2,3,4,2,6,9,0.444,8,0.889,NA,1,NA,9,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,23,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,17,"Richardson, Claire",So,,13,13,18,1,2,3,2,0.5,2,1,NA,NA,NA,20,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,32,"Entenberg, Nicole",Jr,,13,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,NA,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,2,"Kerkovich, Victoria",N/A,,11,0,4,12,6,18,22,0.545,18,0.818,NA,1,NA,6,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,9,"Wesney, Betty",Jr,,9,0,NA,2,1,3,2,1,2,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,21,"Piocquidio, Gianna",Fr,,9,0,2,1,NA,1,3,0.333,2,0.667,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,7,"Farr, Regan",N/A,D,8,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,12,"Acuna, Allison",Jr,,6,2,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,21,"Starr, Lauren",So,,4,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,1,"Owens, Olivia",N/A,,4,0,1,3,NA,3,4,0.75,3,0.75,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,28,"Loviscky, Kendall",Jr,,3,2,NA,4,4,8,5,0.8,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2018,PSAC,906,22,"Hartigan, Shannon",So,,3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,31,"Burrows, Ally",So,,17,17,5,52,5,57,87,0.598,76,0.874,3,3,NA,18,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,20,"Gallagher, Mollie",So,,17,17,43,NA,NA,0,1,NA,1,1,NA,NA,NA,26,NA,18,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,10,"Martyn, Katie",So,,17,17,14,9,5,14,16,0.562,14,0.875,1,NA,NA,22,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,8,"Greco, Adriana",So,,17,17,10,38,11,49,85,0.447,69,0.812,1,NA,1,6,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,27,"Morano, Natalie",Jr,,17,17,17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,23,"Greenleaf, Riley",Jr,,17,12,15,15,6,21,34,0.441,28,0.824,2,NA,1,14,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,15,"Lontoc, Angela",Jr,,17,17,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,NA,10,NA,NA,NA,17,17,1024:53,165,9.66,169,0.506,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,26,"Malane, Maggie",Sr,,17,17,21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,NA,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,7,"Smith, Carissa",Sr,,17,17,38,8,9,17,25,0.32,17,0.68,NA,NA,NA,24,NA,19,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,14,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,3,"Hooven, Kim",Sr,,17,17,15,20,6,26,43,0.465,34,0.791,NA,2,1,21,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,28,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,30,"Chavis, Bri",So,,16,1,12,12,11,23,28,0.429,21,0.75,2,NA,NA,13,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,23,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,17,"Richardson, Claire",Fr,,16,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,5,"Bertolo, Hannah",Sr,,16,16,29,NA,1,1,NA,NA,NA,NA,NA,NA,NA,60,NA,40,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,29,"Robinson, Lauren",So,,16,9,3,4,8,12,11,0.364,6,0.545,1,NA,NA,7,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,6,"Becker, Rachel",Jr,,16,1,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,28,"Loviscky, Kendall",So,,14,0,3,4,NA,4,10,0.4,7,0.7,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,18,"Shields, Kelly",Fr,,12,11,2,14,21,35,22,0.636,22,1,1,NA,NA,14,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,33,"Pfeifer, Ali",Jr,,11,1,2,1,5,6,5,0.2,1,0.2,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,16,"Johnston, Chelsea",Fr,,10,0,4,3,1,4,5,0.6,4,0.8,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,22,"Hartigan, Shannon",Fr,,10,0,4,2,NA,2,9,0.222,5,0.556,NA,NA,NA,10,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,9,"Wesney, Betty",So,,8,0,4,NA,2,2,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,1,"Paterno, Francesca",Fr,,5,0,3,3,2,5,4,0.75,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2017,PSAC,906,21,"Starr, Lauren",Fr,,4,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,31,"Burrows, Ally",N/A,A,19,19,NA,49,3,52,84,0.583,71,0.845,2,5,1,16,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,24,"Gallagher, Brenna",N/A,D,19,19,NA,4,1,5,6,0.667,5,0.833,NA,NA,NA,52,NA,25,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,62,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,10,"Martyn, Katie",N/A,,19,1,NA,13,2,15,23,0.565,17,0.739,NA,NA,NA,11,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,15,"Lontoc, Angela",So,,19,18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46,NA,5,NA,NA,NA,19,17,"58,673",135,8.283,138,0.505,NA,NA,NA,NA,NA,2,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,26,"Malane, Maggie",So,,19,18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18,NA,14,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,5,"Bertolo, Hannah",So,,19,19,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,26,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,7,"Smith, Carissa",So,,19,19,NA,11,6,17,25,0.44,22,0.88,NA,NA,NA,33,NA,23,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,3,"Hooven, Kim",So,M,19,19,NA,38,6,44,69,0.551,61,0.884,1,1,1,21,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,19,"Weinberg, Amy",Sr,,19,19,NA,21,67,88,39,0.538,37,0.949,2,2,NA,42,NA,26,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,8,"Greco, Adriana",N/A,A,18,18,NA,41,4,45,84,0.488,67,0.798,3,1,NA,22,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,1,"Nicholas, Tara",Sr,,18,17,NA,14,12,26,37,0.378,24,0.649,2,1,1,20,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,16,"Palardy, Brittney",Sr,,18,18,NA,20,8,28,53,0.377,41,0.774,NA,NA,NA,31,NA,13,NA,NA,NA,2,NA,82,13,570.732,8,0.381,NA,NA,NA,NA,NA,30,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,27,"Morano, Natalie",So,,18,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,13,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,17,"Ketchum, Erin",Sr,,17,17,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,10,NA,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,21,"Poehlman, Maddie",Sr,,15,1,NA,4,NA,4,10,0.4,7,0.7,1,NA,NA,9,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,4,"McLeish, Bailey",So,,14,1,NA,12,7,19,23,0.522,21,0.913,1,NA,NA,12,NA,12,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,20,"Gallagher, Mollie",N/A,,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,30,"Chavis, Bri",N/A,,13,0,NA,3,NA,3,8,0.375,3,0.375,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,14,"Harshman, Sara",So,,12,0,NA,7,11,18,13,0.538,12,0.923,NA,1,NA,8,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,12,"Acuna, Allison",N/A,,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,25,"Holecz, Stevie",So,,11,0,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,5,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,6,"Becker, Rachel",So,,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,9,"Wesney, Betty",N/A,,10,0,NA,NA,1,1,2,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,23,"Greenleaf, Riley",So,,8,0,NA,4,NA,4,11,0.364,6,0.545,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,29,"Robinson, Lauren",N/A,,8,0,NA,2,4,6,4,0.5,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,11,"Knotts, Sarah",So,,8,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,7,1,"7,308",21,10.345,16,0.432,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,28,"Loviscky, Kendall",N/A,,7,0,NA,3,1,4,3,1,3,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,22,"Gaedtke, Abby",N/A,,7,0,NA,2,1,3,4,0.5,4,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,32,"Entenberg, Nicole",N/A,,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,13,"Stamerra, Haley",So,,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,"2,972",11,13.324,4,0.267,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,18,"Hicks, Emma",So,,3,0,NA,1,NA,1,1,1,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,33,"Pfeifer, Ali",So,,2,0,NA,NA,1,1,3,NA,2,0.667,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2016,PSAC,906,2,"Prestel, Sam",Jr,,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,15,"Lontoc, Angela",Fr,,18,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,18,14,"43,829",140,11.499,122,0.466,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,4,"McLeish, Bailey",Fr,,18,18,NA,34,15,49,76,0.447,62,0.816,3,NA,NA,31,NA,16,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,4,13,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,26,"Malane, Maggie",Fr,,18,18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,NA,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,7,"Smith, Carissa",Fr,,18,18,NA,30,8,38,55,0.545,47,0.855,1,NA,NA,34,NA,23,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6,19,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,3,"Hooven, Kim",Fr,M,18,18,NA,52,7,59,88,0.591,76,0.864,2,1,NA,29,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,19,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,17,"Ketchum, Erin",Jr,,18,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,19,"Weinberg, Amy",Jr,,18,18,NA,12,67,79,29,0.414,22,0.759,NA,NA,NA,26,NA,21,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,84,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,1,"Nicholas, Tara",Jr,,18,17,NA,22,5,27,49,0.449,39,0.796,1,NA,NA,16,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,5,"Bertolo, Hannah",Fr,,17,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,51,NA,21,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,12,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,21,"Poehlman, Maddie",Jr,,17,11,NA,10,1,11,21,0.476,18,0.857,NA,NA,NA,29,NA,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,14,"Harshman, Sara",Fr,,17,13,NA,23,12,35,45,0.511,39,0.867,NA,NA,NA,10,NA,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,27,"Morano, Natalie",Fr,,16,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14,NA,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,9,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,16,"Palardy, Brittney",Jr,,13,13,NA,27,7,34,66,0.409,57,0.864,NA,NA,1,20,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,11,"Knotts, Sarah",Fr,,12,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,12,2,"16,323",64,14.115,35,0.354,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,6,"Becker, Rachel",Fr,,11,1,NA,2,NA,2,4,0.5,3,0.75,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,23,"Greenleaf, Riley",Fr,,11,1,NA,2,NA,2,10,0.2,10,1,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,2,"Prestel, Sam",So,,11,0,NA,NA,NA,0,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,18,"Hicks, Emma",Fr,,10,2,NA,2,NA,2,4,0.5,3,0.75,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,12,"Brett, Melissa",Fr,,9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,25,"Holecz, Stevie",Fr,,9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,13,"Stamerra, Haley",Fr,,5,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,"4,690",22,16.887,8,0.267,NA,NA,NA,NA,NA,NA,NA,NA
Indiana (PA) Crimson Hawks,307,2015,PSAC,906,24,"Gallagher, Brenna",Sr,,3,3,NA,5,NA,5,5,1,5,1,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
