team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,fo_taken
Florida Tech Panthers,230,2022,Sunshine State,919,45,"Terpak, Jakob",Fr,ATT,15,2,14,7,21,44,0.318,23,0.523,1,NA,NA,9,12,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,20,"Maranto, Jack",So,FO,15,3,NA,NA,0,1,NA,NA,NA,NA,NA,NA,43,6,1,87,220,0.395,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,34,"Rozgonyi, Zach",So,ATT,15,15,46,21,67,109,0.422,73,0.67,4,6,NA,45,21,9,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Florida Tech Panthers,230,2022,Sunshine State,919,43,"Sidari, Sam",Sr,M,14,0,8,4,12,22,0.364,17,0.773,NA,NA,NA,8,9,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,90,"Tosheff, Ethan",Sr,FO,13,12,1,NA,1,4,0.25,3,0.75,NA,NA,NA,63,9,2,115,216,0.532,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,33,"Wessel, Gavin",Fr,M,13,0,1,1,2,4,0.25,3,0.75,NA,NA,NA,12,5,7,NA,0,NA,4,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,38,"Hake, Chandler",Jr,ATT,13,3,10,2,12,25,0.4,15,0.6,NA,2,NA,12,8,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,18,"Walenty, Andrew",Fr,M,13,0,1,1,2,4,0.25,4,1,NA,NA,NA,18,4,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,5,"Deplancke, Nate",So,ATT,12,9,11,9,20,48,0.229,25,0.521,NA,NA,NA,11,8,2,NA,0,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,26,"Young, Connor",Fr,M,12,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,6,6,NA,0,NA,5,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,10,"Engeler, Austin",So,M,11,0,5,1,6,14,0.357,9,0.643,NA,NA,NA,16,4,13,NA,0,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,1,"Stewart, Patrick",Sr,ATT,11,3,7,3,10,12,0.583,11,0.917,NA,NA,NA,6,5,2,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,2,"Martin, Griffin",Jr,ATT,11,0,4,4,8,17,0.235,13,0.765,NA,NA,NA,4,6,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,21,"Gutmann, Matt",Sr,ATT,10,0,2,2,4,7,0.286,3,0.429,NA,NA,NA,1,3,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,30,"Thomas, JP",Fr,M,10,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,5,5,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,6,"Panchookian, John",Jr,D,9,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,3,6,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,50,"Degner, Andy",Fr,FO,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,23,0.13,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,32,"Cannetti, Nick",Jr,DM,7,0,NA,1,1,1,NA,NA,NA,NA,NA,NA,13,2,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,52,"Claffee, Ben",Sr,M,6,1,4,3,7,24,0.167,13,0.542,NA,2,NA,2,5,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,23,"Ward, Andrew",So,D,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,2,4,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,27,"Fenex, Nick",Jr,D,4,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,25,"Davis, Connor",So,GK,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,3,NA,27:00,3,6.667,5,0.625,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,24,"Arias, Tristan",Sr,M,3,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,0,"Heath, Aran",Jr,ATT,2,0,1,NA,1,5,0.2,2,0.4,NA,NA,NA,NA,2,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,39,"Yacu, Elliott",Sr,D,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,36,"Henry, Aiden",Jr,D,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,95,"Lozito, Gary",Fr,M,2,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,47,"Nastos, Brett",Fr,M,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,17,"Hornberger, Ben",Jr,M,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,49,"Taylor, Branden",Fr,M,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,8,"Arnold, Kade",Fr,D,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,92,"Gmeiner, Garrett",Fr,D,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,22,"Stecher, Gavin",Fr,ATT,1,0,1,NA,1,1,1,1,1,NA,NA,NA,3,1,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,11,"Bonnell, Cole",Fr,M,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,29,"Hammond, Paul",So,D,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,55,"Radun, JR",Fr,D,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,96,"Wagner, Riley",Fr,D,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,4,"Rider, Jake",Fr,M,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2022,Sunshine State,919,88,"Ferris, Jack",Fr,M,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,10,"Panchookian, John",So,D,8,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,2,5,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,34,"Rozgonyi, Zach",Fr,ATT,8,5,15,5,20,44,0.341,25,0.568,NA,3,NA,9,10,1,NA,0,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,20,"Maranto, Jack",Fr,FO,8,,NA,NA,0,1,NA,1,1,NA,NA,NA,7,1,NA,23,51,0.451,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,16,"Duffy, Bennett",Jr,M,8,,6,2,8,14,0.429,12,0.857,NA,NA,NA,4,9,1,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,5,"Deplancke, Nate",Fr,ATT,8,5,5,NA,5,21,0.238,13,0.619,1,NA,NA,7,12,2,NA,0,NA,3,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,3,"Torres, Cristian",Sr,M,8,8,4,3,7,5,0.8,5,1,NA,NA,NA,12,7,7,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,42,"Stecher, Noah",Jr,M,8,,NA,NA,0,12,NA,4,0.333,NA,NA,NA,3,9,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,38,"Hake, Chandler",So,ATT,8,5,14,9,23,26,0.538,21,0.808,2,2,NA,19,4,5,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,71,"Vetter, Josh",Sr,D,8,8,NA,NA,0,3,NA,2,0.667,NA,NA,NA,38,4,23,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,9,"Banks, Brennan",Jr,M,8,,NA,NA,0,1,NA,NA,NA,NA,NA,NA,13,2,4,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,15,"Williams, Justin",Sr,M,8,,10,9,19,41,0.244,18,0.439,NA,1,NA,15,10,4,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,7,"Chaconas, Reid",Sr,M,8,1,20,6,26,67,0.299,39,0.582,NA,5,NA,8,16,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,26,"Stump, Andy",Sr,M,8,,4,5,9,19,0.211,8,0.421,NA,NA,NA,6,6,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,90,"Tosheff, Ethan",Jr,FO,8,8,NA,NA,0,9,NA,2,0.222,NA,NA,NA,38,8,2,75,174,0.431,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,23,"Sergio, Kyle",Sr,D,8,8,NA,1,1,NA,NA,NA,NA,NA,NA,NA,23,3,12,NA,0,NA,6,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,22,"Welsh, David",Sr,D,8,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17,7,8,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,14,"Palmisano, Luke",Sr,ATT,8,5,4,4,8,14,0.286,8,0.571,NA,NA,NA,11,3,2,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,1,"Stewart, Patrick",Jr,ATT,7,1,3,NA,3,13,0.231,8,0.615,NA,2,NA,2,5,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,19,"Lecompte, Matt",Sr,M,7,,1,1,2,3,0.333,1,0.333,NA,NA,NA,6,1,1,NA,0,NA,5,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,28,"Lowe, Danny",Sr,M,7,,1,NA,1,1,1,1,1,NA,NA,NA,8,5,1,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,35,"Jayne, Luke",Fr,M,7,,8,8,16,37,0.216,17,0.459,NA,2,NA,9,5,3,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,13,"Palermo, Vincent",So,GK,6,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14,8,2,NA,0,NA,1,60,6,4,273:45,60,13.151,53,0.469,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,21,"Gutmann, Matt",Jr,ATT,6,,3,1,4,4,0.75,4,1,NA,NA,NA,7,3,1,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,46,"Ward, Andrew",Fr,D,6,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,NA,3,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,40,"Smith, Austin",Sr,D,5,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1,6,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,27,"Fenex, Nick",So,D,5,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,32,"Cannetti, Nick",So,DM,4,,NA,1,1,1,NA,1,1,NA,NA,NA,4,NA,NA,NA,0,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,47,"Engeler, Austin",Fr,M,4,,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,33,"Bowser, Tommy",Sr,M,4,1,NA,1,1,4,NA,1,0.25,NA,NA,NA,1,1,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,45,"Renz, Kyle",Sr,GK,3,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,8,2,1,NA,0,NA,NA,,3,3,142:41,25,10.513,27,0.519,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,6,"Johnson, Bryce",Sr,M,3,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,8,"Hahn, Jake",Sr,GK,3,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,,2,NA,52:19,13,14.909,6,0.316,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,88,"Buffington, Brady",So,D,3,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,31,"Cardosi, Sam",Fr,D,3,,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,30,"Harry, Brandon",Sr,ATT,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,44,"Penn, Nolan",Jr,FO,2,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,18,"Carson, Shane",Fr,GK,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,2,1,11:15,5,26.667,1,0.167,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,29,"Hammond, Paul",Fr,D,2,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,24,"Arias, Tristan",Jr,M,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,0,"Heath, Aran",So,ATT,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,37,"Lepp, Ryan",Sr,D,1,,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,17,"Hornberger, Ben",So,M,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2021,Sunshine State,919,11,"Morgan, Jesse",So,ATT,1,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,9,"Banks, Brennan",So,M,8,2,1,1,2,1,1,1,1,1,NA,NA,4,4,4,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,23,"Sergio, Kyle",Jr,D,8,5,NA,1,1,1,NA,NA,NA,NA,NA,NA,25,6,10,NA,0,NA,5,240,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,15,"Williams, Justin",Jr,M,8,3,17,8,25,42,0.405,28,0.667,NA,NA,NA,12,10,4,NA,0,NA,2,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,14,"Palmisano, Luke",Jr,ATT,8,7,9,12,21,37,0.243,22,0.595,NA,NA,NA,18,19,2,NA,0,NA,3,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,25,"Gribben, Thomas",Sr,D,8,7,NA,NA,0,4,NA,4,1,NA,NA,NA,19,4,11,NA,0,NA,5,300,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,29,"Fornadel, Nick",Sr,D,8,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,12,2,4,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,7,"Chaconas, Reid",Sr,M,8,2,17,4,21,71,0.239,33,0.465,NA,4,NA,15,21,NA,NA,0,NA,3,150,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,33,"Bowser, Tommy",Jr,M,8,4,7,1,8,21,0.333,12,0.571,NA,NA,NA,4,6,NA,NA,0,NA,2,90,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,91,"Palermo, Vincent",Fr,GK,8,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22,10,NA,NA,0,NA,1,30,7,5,358:40,77,12.881,75,0.493,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,11,"Morgan, Jesse",Fr,ATT,8,3,7,NA,7,13,0.538,9,0.692,1,1,NA,9,5,1,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,26,"Stump, Andy",Jr,M,8,,6,6,12,30,0.2,15,0.5,NA,NA,NA,11,10,3,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,20,"Tosheff, Ethan",So,FO,8,6,1,1,2,2,0.5,1,0.5,NA,NA,NA,58,3,NA,109,196,0.556,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,19,"Lecompte, Matt",Jr,M,7,1,6,2,8,19,0.316,13,0.684,NA,NA,NA,9,13,1,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,38,"Hake, Chandler",Fr,ATT,7,4,8,2,10,20,0.4,12,0.6,NA,1,NA,14,6,2,NA,0,NA,1,30,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,4,"Demeter, David",Jr,FO,7,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,1,NA,8,18,0.444,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,40,"Smith, Austin",Jr,D,6,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,66,"Rast, Caiden",Fr,ATT,6,1,4,NA,4,9,0.444,7,0.778,NA,NA,NA,6,2,NA,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,31,"Cannetti, Nick",Fr,DM,6,1,1,NA,1,1,1,1,1,NA,NA,NA,13,3,4,NA,0,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,22,"Welsh, David",Jr,D,6,5,NA,NA,0,1,NA,1,1,NA,NA,NA,11,1,7,1,1,1,4,180,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,88,"Buffington, Brady",Fr,D,6,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida Tech Panthers,230,2020,Sunshine State,919,34,"Filipow, Robert",Sr,DM,5,,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
