team_name,team_id,season,conference,conference_id,jersey,player,yr,pos,g,gs,goals,assists,points,shots,shot_pct,sog,sog_pct,gwg,man_up_g,man_down_g,gb,to,ct,fo_won,f_os_taken,fo_pct,pen,pen_time,ggp,ggs,g_min,goals_allowed,gaa,saves,save_pct,rc,yc,clears,att,clear_pct,otg,fo_taken
Wingate Bulldogs,1462,2018,SAC,12850,36,"Langley, Evan",So,,4,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,60,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2018,SAC,12850,19,"Williams, Robbie",Jr,,4,,NA,NA,0,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,,NA,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2018,SAC,12850,16,"McPartlan, Collin",Fr,,3,0,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2018,SAC,12850,7,"Godwin, Daniel",Jr,,3,0,1,2,3,15,0.067,8,0.533,1,NA,NA,5,1,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2018,SAC,12850,14,"Marino, James",So,,2,,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,480,1,7.5,1,0.5,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2018,SAC,12850,2,"Parker, David",So,,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,39,"Pierpont, Gary",Fr,,17,0,3,4,7,21,0.143,8,0.381,NA,NA,NA,3,6,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,35,"Llerandi, Alex",So,,17,1,32,7,39,92,0.348,58,0.63,3,4,NA,22,14,4,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Wingate Bulldogs,1462,2017,SAC,12850,22,"Moran, Sean",So,,17,0,2,4,6,11,0.182,6,0.545,NA,NA,NA,45,8,21,2,21,0.095,9,480,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,5,"Gazzio, Chris",Jr,,17,17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19,5,7,NA,NA,NA,8,390,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,4,"Sullivan, Jeremy",Jr,,17,11,27,8,35,90,0.3,57,0.633,2,5,NA,35,20,6,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Wingate Bulldogs,1462,2017,SAC,12850,26,"Sheridan, Will",Jr,,17,16,NA,NA,0,1,NA,NA,NA,NA,NA,NA,43,6,3,1,1,1,NA,,17,16,"57,680",124,7.739,177,0.588,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,16,"Murphy, Austin",Sr,,17,17,26,44,70,77,0.338,49,0.636,1,4,NA,21,20,10,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,13,"Antram, Tyler",Sr,,17,17,4,2,6,5,0.8,4,0.8,NA,NA,NA,23,5,8,1,3,0.333,6,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,12,"Aiello, Vinny",Sr,,17,17,4,1,5,9,0.444,6,0.667,NA,NA,NA,28,5,7,NA,NA,NA,5,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,11,"Crisera, Anthony",Sr,,17,17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22,4,10,NA,NA,NA,3,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,10,"Kotch, Tanner",Sr,,17,16,11,13,24,39,0.282,29,0.744,1,NA,1,22,29,4,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,9,"Thompson, Drew",Sr,,17,17,NA,1,1,5,NA,1,0.2,NA,NA,NA,39,9,22,NA,NA,NA,10,570,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,21,"Vogrig, Ryan",Sr,A,17,6,20,7,27,57,0.351,37,0.649,NA,2,NA,23,18,1,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,30,"Ormerod, Ryan",So,,16,0,11,6,17,31,0.355,20,0.645,1,1,1,7,5,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,28,"Weiseman, Wyatt",So,,16,16,4,NA,4,11,0.364,5,0.455,1,NA,NA,76,7,1,147,300,0.49,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,6,"Asplen, Brennan",Sr,,16,0,3,NA,3,5,0.6,5,1,NA,NA,NA,22,5,3,NA,NA,NA,4,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,29,"Gronbach, Conor",So,,16,0,16,4,20,75,0.213,40,0.533,2,3,NA,6,12,1,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,7,"Godwin, Daniel",So,,15,0,17,6,23,58,0.293,38,0.655,2,2,NA,15,13,3,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,24,"James, Marc",Jr,,10,0,1,NA,1,2,0.5,1,0.5,NA,NA,NA,12,1,9,NA,NA,NA,8,420,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,25,"Lord, Zach",Jr,,9,0,NA,NA,0,3,NA,NA,NA,NA,NA,NA,8,2,1,1,4,0.25,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,17,"Neal, RJ",So,,6,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,18,"Cooper, Joe",Fr,,4,0,NA,NA,0,2,NA,2,1,NA,NA,NA,NA,1,NA,1,1,1,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,2,"Connor, Michael",Sr,,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,,4,1,"3,842",4,3.748,12,0.75,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,19,"Williams, Robbie",So,,4,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,40,"Parker, David",Fr,,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,20,"Duffy, Sean",Fr,,3,0,NA,1,1,3,NA,1,0.333,NA,NA,NA,1,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,44,"Torrente, Tyler",Fr,,3,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,33,"Ferentinos, Josh",Fr,,2,0,1,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,32,"Hall, Christian",So,,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,12,28,0.429,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,46,"Smith, Greyson",So,,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2017,SAC,12850,37,"Adams, Zach",Fr,,2,0,NA,NA,0,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,40,"Gazzio, Chris",Fr,,16,16,NA,1,1,1,NA,1,1,NA,NA,NA,30,5,8,NA,NA,NA,7,390,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,22,"Moran, Sean",N/A,,16,0,NA,NA,0,5,NA,4,0.8,NA,NA,NA,43,13,11,NA,NA,NA,6,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,27,"Godwin, Daniel",N/A,M,16,16,23,19,42,106,0.217,53,0.5,4,3,NA,23,26,4,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Wingate Bulldogs,1462,2016,SAC,12850,12,"Aiello, Vinny",Jr,,16,0,NA,NA,0,2,NA,2,1,NA,NA,NA,21,5,4,NA,NA,NA,3,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,11,"Crisera, Anthony",Jr,,16,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19,4,6,NA,NA,NA,5,240,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,29,"Gronbach, Conor",N/A,M,16,15,9,10,19,60,0.15,34,0.567,1,1,NA,5,9,NA,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,31,"Reed, Kenan",N/A,M,16,15,8,14,22,38,0.211,20,0.526,NA,NA,NA,14,22,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,35,"Llerandi, Alex",N/A,,16,3,21,2,23,69,0.304,47,0.681,1,3,NA,17,11,4,NA,NA,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,7,"Godwin, Robert",Sr,,16,0,4,1,5,9,0.444,6,0.667,NA,NA,NA,22,4,6,2,9,0.222,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,29,"Sullivan, Jeremy",Fr,A,16,11,31,6,37,71,0.437,44,0.62,3,3,NA,23,16,4,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Wingate Bulldogs,1462,2016,SAC,12850,30,"Ormerod, Ryan",N/A,A,15,15,19,10,29,55,0.345,32,0.582,1,1,NA,29,19,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,3,"Grimwood, Seth",Jr,,15,7,11,12,23,27,0.407,24,0.889,NA,NA,NA,15,16,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,15,"Neal, RJ",N/A,,14,13,1,NA,1,2,0.5,2,1,NA,NA,NA,10,1,5,NA,NA,NA,6,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,8,"Ormerod, Jacob",Jr,,14,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,33,4,2,NA,NA,NA,1,30,14,14,"49,663",135,9.786,192,0.587,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,25,"Lord, Zach",Fr,,14,0,2,2,4,5,0.4,2,0.4,NA,NA,NA,20,10,5,NA,NA,NA,17,780,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,28,"Weiseman, Wyatt",N/A,,11,0,4,2,6,4,1,4,1,NA,NA,NA,47,4,NA,91,177,0.514,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,19,"Williams, Robbie",N/A,,10,0,4,1,5,10,0.4,5,0.5,NA,NA,NA,1,2,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,6,"Asplen, Brennan",Jr,,9,0,2,1,3,10,0.2,4,0.4,NA,NA,NA,8,3,1,15,50,0.3,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,16,"Murphy, Austin",Jr,,9,9,15,17,32,46,0.326,30,0.652,NA,1,NA,13,24,4,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,9,"Thompson, Drew",Jr,,9,0,2,1,3,4,0.5,3,0.75,NA,NA,NA,16,1,8,14,59,0.237,5,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,24,"James, Marc",Fr,,7,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,7,390,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,23,"Thatcher, James",Fr,,6,0,1,NA,1,2,0.5,2,1,NA,NA,NA,13,2,NA,29,45,0.644,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,32,"Lilley, Matt",Sr,,6,1,1,NA,1,3,0.333,1,0.333,NA,NA,NA,2,2,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,13,"Antram, Tyler",Jr,,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,49,"Mendicino, Wylie",N/A,,5,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,8,25,0.32,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,20,"Kolman, Brady",N/A,,4,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,18,"Gobble, Andrew",Jr,,4,1,2,NA,2,10,0.2,7,0.7,NA,NA,NA,1,4,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,26,"Sheridan, Will",Fr,,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,,2,1,"3,600",5,5,6,0.545,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,2,"Connor, Michael",Jr,,4,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,,4,1,"5,403",10,6.663,11,0.524,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,37,"Benjamin, Robert",Fr,,2,2,NA,NA,0,1,NA,1,1,NA,NA,NA,1,2,2,NA,NA,NA,1,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,21,"Vogrig, Ryan",Sr,,2,2,2,NA,2,7,0.286,3,0.429,NA,1,NA,6,1,1,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,46,"Smith, Greyson",N/A,,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,45,"Sharp, Zach",Fr,,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2016,SAC,12850,10,"Kotch, Tanner",Jr,,1,1,2,1,3,6,0.333,6,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,10,"Kotch, Tanner",So,,16,14,29,15,44,60,0.483,44,0.733,1,2,1,40,20,2,NA,NA,NA,3,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,9,"Thompson, Drew",So,,16,15,1,NA,NA,1,1,1,1,NA,NA,NA,26,6,20,NA,NA,NA,6,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,25,"Lord, Zach",N/A,,16,0,3,3,6,11,0.273,9,0.818,NA,NA,NA,36,8,2,NA,NA,NA,5,300,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,4,"Watts, Chase",Sr,,16,13,4,10,14,31,0.129,21,0.677,NA,1,NA,20,11,1,NA,NA,NA,3,180,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,8,"Ormerod, Jacob",So,,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,5,1,NA,NA,NA,NA,,16,15,"53,932",177,11.815,176,0.499,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,3,"Grimwood, Seth",So,,16,2,9,7,16,31,0.29,23,0.742,NA,NA,NA,13,12,1,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,1,"Norman, Kevin",So,,16,6,13,5,18,48,0.271,25,0.521,1,2,NA,10,11,NA,NA,NA,NA,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,27,"Schumacher, Cory",Sr,,16,13,16,7,23,64,0.25,40,0.625,2,3,NA,28,11,3,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,34,"Foltz, Ryan",Sr,,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,6,NA,NA,NA,5,210,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,16,"Murphy, Austin",So,,16,15,32,33,65,101,0.317,61,0.604,1,7,NA,40,28,10,NA,NA,NA,10,510,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,21,"Vogrig, Ryan",Jr,,16,6,35,13,48,84,0.417,69,0.821,1,11,NA,36,18,3,NA,NA,NA,5,390,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,29,"Sullivan, Jeremy",N/A,A,16,12,16,5,21,46,0.348,26,0.565,NA,6,NA,25,11,1,NA,NA,NA,4,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,12,"Aiello, Vinny",So,,16,0,1,1,2,6,0.167,4,0.667,NA,NA,NA,17,3,1,NA,NA,NA,2,90,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,7,"Godwin, Robert",Jr,,15,0,2,1,3,3,0.667,2,0.667,NA,NA,NA,18,2,4,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,23,"Thatcher, James",N/A,,15,0,NA,NA,NA,2,NA,2,1,NA,NA,NA,99,11,1,165,266,0.62,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,37,"Benjamin, Robert",N/A,,15,14,2,NA,NA,6,0.333,5,0.833,NA,NA,NA,48,12,15,NA,NA,NA,5,270,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,24,"James, Marc",N/A,,15,0,1,NA,NA,3,0.333,1,0.333,NA,NA,NA,11,2,1,NA,NA,NA,3,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,14,"Goings, Zak",Sr,,14,9,5,2,7,29,0.172,15,0.517,NA,NA,NA,8,8,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,33,"Brown, Robert",N/A,,14,0,NA,NA,NA,2,NA,1,0.5,NA,NA,NA,17,1,1,59,124,0.476,1,30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,35,"Humerickhouse, Jacob",So,,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,5,330,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,40,"Gazzio, Chris",N/A,,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,18,"Gobble, Andrew",So,,9,0,2,NA,NA,8,0.25,6,0.75,NA,NA,NA,4,1,2,NA,NA,NA,3,150,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,43,"Johnson, Matt",N/A,,9,0,NA,1,NA,1,NA,1,1,NA,NA,NA,9,1,NA,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,6,"Asplen, Brennan",So,,9,0,2,NA,NA,5,0.4,4,0.8,NA,NA,NA,1,1,NA,NA,NA,NA,2,120,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,42,"Wilson, Josh",So,,7,0,NA,NA,NA,4,NA,1,0.25,NA,NA,NA,NA,NA,NA,1,1,1,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,11,"Crisera, Anthony",So,,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,13,"Antram, Tyler",So,,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,2,60,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,17,"Spevacek, Jonathan",N/A,,6,0,NA,NA,NA,9,NA,4,0.444,NA,NA,NA,2,1,NA,4,14,0.286,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,2,"Connor, Michael",So,,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,5,NA,"1,925",8,14.961,7,0.467,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,30,"Henson, Brock",N/A,,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,26,"Sheridan, Will",N/A,,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,,3,NA,"1,743",7,14.458,4,0.364,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,32,"Lilley, Matt",Jr,,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,28,"Thomson, Michael",N/A,,3,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wingate Bulldogs,1462,2015,SAC,12850,22,"Solter, Michael",So,,3,0,1,NA,NA,1,1,1,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
